Epoch,lung_loss,stomach_loss,liver_loss,pancreas_loss,spleen_loss,colon_loss
419,0.7889999999999999,0.0,0.34765,0.0,0.6327,0.0001
420,0.6959500000000001,0.0,0.38275,0.0001,0.0003,0.0001
421,0.6871,0.0,0.3543,0.0,0.7413,0.0002
422,0.6225499999999999,0.0,0.3287,0.0,0.00030000000000000003,0.0001
423,0.7572,0.0,0.39540000000000003,0.0,0.00035,0.0001
424,0.7711,0.0,0.33435000000000004,0.0,0.7936,0.0003
425,0.6651,0.0,0.36005,0.0,0.00039999999999999996,0.0001
426,0.66495,0.0,0.3718,0.0,0.00045,0.0001
427,0.77735,0.0,0.3514,0.0,0.3258,5e-05
428,0.6820999999999999,0.0,0.3554,0.0,0.33925,5e-05
429,0.6960999999999999,0.0001,0.6914,0.0,0.00039999999999999996,0.0002
430,0.73295,0.0,0.36025,0.0,0.00039999999999999996,5e-05
431,0.58885,0.0,0.33945000000000003,0.0,0.00035,5e-05
432,0.6119,0.0,0.7476,0.0,0.00045,0.0002
433,0.7139,0.0,0.3126,0.0,0.00035,5e-05
434,0.6802,0.0,0.31065,0.0001,0.00035,0.0001
435,0.7708,0.0,0.35555,0.0,0.3141,5e-05
436,0.5585,0.0,0.36415,0.0,0.00035,5e-05
437,0.66955,0.0,0.3631,0.0,0.00035,0.0001
438,0.6961999999999999,0.0,0.35615,0.0,0.38295,5e-05
439,0.68065,0.0,0.29324999999999996,0.0,0.0004,5e-05
440,0.7828999999999999,0.0,0.7427,0.0,0.00039999999999999996,0.0001
441,0.6729499999999999,0.0,0.3436,0.0,0.7051,0.0001
442,0.6354,5e-05,0.38705,0.0,0.00030000000000000003,5e-05
443,0.7296,0.0,0.34815,0.0,0.6034,0.0001
444,0.7361,0.0,0.34635,0.0,0.34635,5e-05
445,0.7626,0.0,0.3594,0.0,0.6425,0.0002
446,0.7089000000000001,0.0,0.3706,0.0,0.00025,0.0001
447,0.6856,0.0001,0.6065,0.0001,0.00039999999999999996,0.0003
448,0.6757500000000001,0.0,0.34459999999999996,0.0,0.3653,5e-05
449,0.63375,0.0001,0.7234,0.0,0.0004,0.0001
450,0.6935,0.0,0.3669,0.0,0.00035,5e-05
451,0.6891499999999999,0.0001,0.608,0.0,0.00039999999999999996,0.0001
452,0.6453,0.0,0.34485,0.0,0.00045,0.0001
453,0.7061,0.0,0.3815,0.0,0.00030000000000000003,5e-05
454,0.7056,0.0,0.3489,0.0,0.00045,5e-05
455,0.81485,0.0,0.36235,0.0001,0.00035,0.0001
456,0.65795,0.0,0.3485,0.0001,0.7359,0.0002
457,0.62965,0.0,0.353,0.0,0.682,0.0001
458,0.7948,0.0,0.34575,0.0,0.6504,0.0001
459,0.58425,0.0,0.33075,0.0,0.0004,0.00015
460,0.7240500000000001,0.0,0.3447,0.0,0.35935,5e-05
461,0.72035,5e-05,0.27995,0.0,0.00039999999999999996,0.0001
462,0.67725,5e-05,0.34425,0.0,0.3171,0.0001
463,0.7641,0.0,0.31429999999999997,0.0,0.00039999999999999996,0.0001
464,0.6517,0.0,0.3427,0.0,0.6478,0.0001
465,0.641,0.0,0.33949999999999997,5e-05,0.00035,5e-05
466,0.6821999999999999,0.0,0.33390000000000003,0.0,0.00035,5e-05
467,0.67735,0.0,0.42395,0.0,0.0003,0.0001
468,0.6657500000000001,0.0001,0.6676,0.0001,0.0005,0.0002
469,0.6713,0.0,0.32005,0.0,0.00045,0.0001
470,0.7236,5e-05,0.30025,0.0,0.0003,0.00015
471,0.68435,0.0,0.33899999999999997,0.0,0.0003,5e-05
472,0.7014499999999999,0.0,0.33409999999999995,0.0,0.00025,5e-05
473,0.72655,0.0,0.33715,0.0,0.00035,5e-05
474,0.6745,0.0,0.34809999999999997,0.0001,0.701,0.0001
475,0.6412,0.0,0.3291,5e-05,0.0004,5e-05
476,0.7664500000000001,0.0,0.3497,0.0,0.7883,0.0002
477,0.6907000000000001,0.0,0.6628,0.0,0.00035,0.0001
478,0.72655,0.0,0.3573,0.0,0.3609,5e-05
479,0.6766000000000001,0.0,0.32885000000000003,0.0,0.00030000000000000003,0.0001
480,0.6977500000000001,0.0,0.713,0.0001,0.00025,0.0002
481,0.7585500000000001,5e-05,0.38585,5e-05,0.0004,0.0003
482,0.7304999999999999,0.0,0.33659999999999995,0.0,0.0005,5e-05
483,0.6918,0.0,0.3544,0.0,0.30715,0.0001
484,0.6485000000000001,0.0,0.7508,0.0,0.00035,0.0002
485,0.63105,0.0001,0.3405,0.0001,0.7178,0.0002
486,0.5779,5e-05,0.39305,5e-05,0.00035,0.0001
487,0.6756,5e-05,0.39255,0.0,0.00039999999999999996,5e-05
488,0.7505999999999999,0.0,0.35365,0.0,0.00045,5e-05
489,0.67365,0.0,0.3272,0.0,0.00039999999999999996,0.0001
490,0.795,0.0001,0.5869,0.0,0.0003,0.0002
491,0.7152499999999999,0.0,0.32545,0.0,0.00030000000000000003,5e-05
492,0.6699999999999999,0.0,0.34654999999999997,0.0,0.33285,5e-05
493,0.58655,5e-05,0.41185,0.0,0.00035,5e-05
494,0.7486999999999999,0.0,0.4147,5e-05,0.0004,5e-05
495,0.66895,0.0,0.40654999999999997,0.0,0.0003,5e-05
496,0.7266999999999999,0.0,0.5658,0.0,0.0005,0.0002
497,0.68345,0.0,0.36025,0.0,0.3067,5e-05
498,0.73215,0.0,0.35875,0.0,0.00045,0.0001
499,0.7261500000000001,0.0,0.33865,0.0,0.00035,0.0001
