Epoch,lung_loss,stomach_loss,liver_loss,pancreas_loss,spleen_loss,colon_loss
63,0.66865,0.00095,0.0206,0.00025,0.01695,0.00045
64,0.6148,0.0031,0.23875,0.0002,0.04965,0.0013
65,0.3689,0.0009,0.5806,0.00015,0.0025,0.00045
66,0.34935,0.00605,0.0448,0.00045,0.0058,0.00535
67,0.37015,0.0049,0.1807,0.0028,0.0764,0.0032
68,0.39075000000000004,0.00015,0.03415,0.00065,0.0063,0.0022
69,0.35935,0.0001,0.3136,0.0016,0.18944999999999998,0.0022
70,0.34915,0.0001,0.19510000000000002,0.0016,0.3261,0.0035
71,0.3521,0.0,0.20735,0.0012,0.0233,0.0008
72,0.38134999999999997,0.0,0.7185,0.00015,0.00115,0.00055
73,0.36375,0.0,0.4014,0.00015,0.0065,0.0007
74,0.36735,0.0,0.11795,0.0004,0.04575,0.0004
75,0.40954999999999997,0.0001,0.0282,0.001,0.00195,0.0003
76,0.3369,0.00015,0.08655,0.0002,0.01045,0.00065
77,0.37405,0.0003,0.0651,0.0011,0.01025,0.0006
78,0.34464999999999996,5e-05,0.40345,0.0003,0.02005,0.0002
79,0.409,5e-05,0.2741,0.0001,0.0242,0.0004
80,0.31165000000000004,0.0001,0.038200000000000005,0.00025,0.0016,0.00045
81,0.33275,0.0001,0.29475,0.0004,0.021,0.0004
82,0.28035,5e-05,0.01225,0.0002,0.0006,0.0001
83,0.2305,0.0001,0.0489,0.0008,0.0016,0.0004
84,0.17880000000000001,0.0001,0.0101,0.0007,0.0015,0.0003
85,0.35485,5e-05,0.00935,0.00025,0.0002,0.00035
86,0.3645,0.0,0.06725,0.0002,0.00605,5e-05
87,0.30475,0.0001,0.01615,0.0005,0.0002,0.0002
88,0.1074,0.0001,0.01545,0.0007,0.0005,0.0002
89,0.6334,5e-05,0.3451,0.00025,0.0227,0.00025
90,0.091,0.0002,0.98165,0.0017,0.0008,0.0002
91,0.4532,0.0004,0.0223,0.0003,0.67315,0.0185
92,0.20105,0.0001,0.20175,0.0001,0.00295,0.0001
93,0.4391,0.0076,0.1024,0.00045,0.00045,0.00075
94,0.39415,0.00035,0.01395,0.00025,0.0018,0.00025
95,0.1574,0.00035,0.15015,5e-05,0.0009,5e-05
96,0.37645,0.0002,0.0169,0.0002,0.0058,0.0001
97,0.2917,0.0001,0.4522,0.0001,0.5586,0.0
98,0.28115,0.0002,0.25345,0.00025,0.2008,5e-05
99,0.7869,0.004,0.6536500000000001,0.0004,0.3514,0.0002
100,0.3261,0.0001,0.43505,0.00015,0.34895,0.0001
101,0.35814999999999997,0.0001,0.0075,0.0009,0.00315,0.0003
102,0.6501,5e-05,0.0688,0.0175,0.0006,0.01305
103,0.51525,0.0002,1.25895,0.0003,0.005,0.0135
104,1.0854,0.0048,0.03565,0.0002,0.5609,0.0167
105,1.1827,0.0521,0.767,0.0028,0.6476,0.031
106,0.98645,0.0003,0.5573,0.0038,0.013649999999999999,0.0003
107,0.87425,0.00195,1.1084,0.0001,0.18725,0.0007
108,0.874,0.0028,1.7738,0.0004,0.2862,0.0015
109,0.69525,0.0057,0.7389,0.0002,0.7594,0.0018
110,0.7527,0.0047,0.3122,0.00025,0.6542,0.00115
111,0.6467,0.0093,0.25939999999999996,5e-05,0.45645,0.0004
112,0.7282500000000001,0.0126,0.189,0.0005,0.00595,0.0004
113,0.72035,0.0021,0.15380000000000002,0.0002,0.4158,0.0011
114,0.7817000000000001,0.0005,0.57515,5e-05,0.0085,0.0002
115,0.66395,0.0002,0.07919999999999999,0.0001,0.031599999999999996,0.0003
116,0.8403499999999999,0.0004,0.1845,0.0002,0.5569,0.0003
117,0.7805,0.0006,1.0834,0.0001,0.00215,0.0003
118,0.68835,0.00025,0.09225,0.0001,0.3346,0.0001
119,0.6826,0.0007,0.797,0.0003,0.0029500000000000004,0.0001
120,0.66255,0.0003,0.02925,0.0001,0.519,0.0001
121,0.78165,0.0006,0.02355,0.07655,0.1393,0.88475
122,0.7041,0.0002,0.6894,0.0,0.00045,0.0001
123,0.7029,0.0006,0.6794,0.0,0.00025,0.0003
124,0.65015,0.0002,0.7147,0.0,0.00015000000000000001,0.0007
125,0.59355,0.0006,0.6385,0.0,0.00030000000000000003,0.001
126,0.48000000000000004,0.89725,0.33545,0.0281,0.9368,0.00115
127,0.46640000000000004,0.0006,0.01225,0.0001,0.0008500000000000001,0.0029
128,0.45944999999999997,0.0039,0.3482,0.0,0.3402,0.0068
129,0.42035,0.0002,0.0111,0.0,0.01925,0.0598
130,0.5131,0.0025,0.0673,0.0,0.05695,0.09145
131,0.43389999999999995,0.04075,0.046150000000000004,5e-05,0.09425,0.0013
132,0.35155000000000003,0.03595,0.3914,5e-05,0.5105999999999999,0.0001
133,0.35829999999999995,0.00115,0.0031999999999999997,0.00055,0.0085,5e-05
134,0.34425,0.0095,0.005350000000000001,0.0008,0.003,0.0002
135,0.35485,0.0093,0.7407,0.0019,0.008,0.0002
136,0.35355,0.00575,0.007350000000000001,0.00405,0.02215,5e-05
137,0.33649999999999997,0.0038,0.00755,0.00115,0.01635,5e-05
138,0.35245,0.0096,0.0060999999999999995,0.0055,0.00785,0.0001
139,0.3521,0.00395,0.00475,0.00045,0.006500000000000001,0.0
140,0.34235,0.0092,0.0058,0.0006,0.00115,0.0
141,0.36395,0.0055,0.005350000000000001,0.0001,0.00035,0.0
142,0.34809999999999997,0.0043,0.6351,0.0006,0.0006000000000000001,0.0001
143,0.4056,0.0055,0.5723,0.0001,0.00019999999999999998,0.0001
144,0.43624999999999997,0.00215,0.00030000000000000003,5e-05,0.00019999999999999998,0.0
145,0.41585,0.0024,0.0019,0.0001,0.0001,0.0
146,0.35050000000000003,0.0077,1.2408,0.0,0.0001,0.0
147,1.1032,0.0019,0.0023499999999999997,0.0,0.0002,0.0
148,0.37795,0.0007,0.7158,0.0,0.00015000000000000001,0.0001
149,0.3656,0.0004,0.0139,0.0,0.0003,5e-05
150,0.396,0.0004,0.0694,0.0,0.0009,0.0002
151,0.39185,0.0004,0.0272,0.0,0.0001,0.0
152,0.35695,0.0002,0.0066,0.0,0.00035,0.0
153,0.36795,0.0008,0.00165,0.0,0.0003,0.0
154,0.3614,0.0001,0.00075,0.0,5e-05,0.0
155,0.33155,0.00015,0.3483,0.0,0.0001,0.0
156,0.3404,0.0002,0.3396,0.0,5e-05,0.0
157,0.3287,0.00015,0.36805,0.0,0.0001,0.0
158,0.35109999999999997,0.00025,0.00545,0.0,0.00025,0.0
159,0.3792,0.00025,0.26915,0.0,5e-05,0.0
160,0.32654999999999995,0.0001,0.5743,0.0,0.0,0.0
161,1.459,0.0004,0.13169999999999998,0.0,0.0,0.0
162,0.9526000000000001,0.0202,0.8595499999999999,0.0016,1.0647,0.0
163,0.9397,0.157,0.99605,0.00025,1.1988,0.1136
164,0.76745,0.2082,1.36545,0.0006,0.8152,0.1687
165,0.68145,0.0013,0.66815,0.0002,2.0502,0.0106
166,0.7546999999999999,0.0002,0.36515,5e-05,0.52125,0.0011
167,0.73535,0.00135,0.3029,0.0001,0.54515,0.00105
168,0.72245,0.002,0.5855,0.0001,0.24575000000000002,0.001
169,0.6650499999999999,0.0016,0.8491,0.0001,0.15175,0.0012
170,0.70745,0.00065,0.36615,5e-05,0.1547,0.0007
171,0.70185,0.0007,0.8840000000000001,0.0,0.09970000000000001,0.0009
172,0.6856500000000001,0.0014,0.93655,0.0,0.02505,0.00275
173,0.6892,0.0005,0.65015,5e-05,0.023649999999999997,0.001
174,0.69165,0.0071,0.29115,0.0,0.0138,0.0004
175,0.6859,0.0043,0.5379499999999999,0.0001,0.00725,0.0011
176,0.69825,0.0047,0.47335,0.0001,0.010199999999999999,0.0017
177,0.75105,0.0162,0.7859,0.0001,0.0047,0.0016
178,0.7313000000000001,0.00115,0.48265,0.0,0.00255,0.00035
179,0.65265,0.00205,0.39525,0.0,0.4846,0.0004
180,0.71285,0.001,0.4293,5e-05,0.34465,0.00065
181,0.6933,0.00135,0.46685,0.0,0.33015,0.00025
182,0.71375,0.0052,0.36695,0.0,0.7013,0.0024
183,0.7255,0.0026,0.6019,0.0,1.4607,0.0015
184,0.7002999999999999,0.00315,0.36335,5e-05,0.23904999999999998,0.00225
185,0.7033,0.001,0.60195,5e-05,0.0017,0.00105
186,0.72115,0.01325,0.4126,5e-05,0.00065,0.0011
187,0.61935,0.0162,0.32675,5e-05,0.0006000000000000001,0.0006
188,0.6986,0.1057,0.8614,0.0001,0.0007,0.0031
189,0.66875,0.0422,0.5484,0.0001,0.00065,0.001
190,0.6969,0.0046,0.6609,0.0001,0.00075,0.0006
191,0.7153499999999999,0.0006,0.3688,0.0001,0.7946,0.0005
192,0.6948000000000001,5e-05,0.58295,0.0,0.0008,0.00015
193,0.7169,0.0001,0.494,0.0,0.0008500000000000001,0.0008
194,0.68265,5e-05,0.369,5e-05,0.0010999999999999998,0.00025
195,0.6812499999999999,0.0001,0.6867,0.0,0.0007999999999999999,0.0002
196,0.70385,0.0001,0.5236,0.0,0.0009,0.0002
197,0.6184000000000001,0.0001,0.7566,0.0,0.001,0.0002
198,0.64995,0.0,0.3951,5e-05,0.00115,0.0001
199,0.7056,0.0,0.3662,0.0,0.6614,0.0002
200,0.6711499999999999,0.0,0.35860000000000003,0.0,0.31295,0.00045
201,0.7229,0.0,0.7412,0.0,0.0009499999999999999,0.0003
202,0.7059,5e-05,0.3358,0.0,0.0006,5e-05
203,0.6384000000000001,0.0001,0.8117,0.0,0.0011,0.0002
204,0.65865,0.0,0.424,0.0,0.0008500000000000001,0.0001
205,0.73055,0.0,0.41200000000000003,0.0,0.001,0.0006
206,0.71845,0.0,0.35690000000000005,0.0,0.7606,0.0002
207,0.7639,0.0,0.37005,0.0,0.00075,5e-05
208,0.7068,0.0,0.7365,0.0,0.0014,0.0001
209,0.7563,0.0,0.3416,0.0,0.0007999999999999999,0.0001
210,0.6982999999999999,0.0,0.3783,0.0,0.0012000000000000001,5e-05
211,0.7402500000000001,5e-05,0.3848,0.0,0.0007,5e-05
212,0.7253000000000001,0.0,0.3888,0.0,0.0007999999999999999,5e-05
213,0.74415,0.0,0.33115,5e-05,0.0010999999999999998,5e-05
214,0.7153,0.0,0.38715000000000005,0.0,0.00075,0.0002
215,0.6438,0.0,0.3538,0.0,0.36595,5e-05
216,0.65865,0.0001,0.6003,0.0,0.0011,0.0002
217,0.6453,0.0,0.45035,0.0,0.0009,0.0002
218,0.6958,0.0,0.4098,0.0,0.00105,0.0002
219,0.70735,0.0,0.35105000000000003,0.0,0.3288,5e-05
220,0.7178,0.0,0.7856,0.0,0.0007,0.0002
221,0.6274500000000001,5e-05,0.39475,0.0,0.0013,5e-05
222,0.7051000000000001,0.0,0.5928,0.0,0.00125,0.0002
223,0.6753,0.0,0.35375,0.0,0.3542,0.0001
224,0.6255,0.0,0.38055,0.0,0.001,0.0001
225,0.69065,0.0,0.34755,0.0,0.39925,5e-05
226,0.72375,0.0,0.33385000000000004,0.0,0.00065,5e-05
227,0.6407,0.0,0.34735,0.0,0.341,5e-05
228,0.6944,0.0,0.35055000000000003,0.0,0.0006,5e-05
229,0.6423000000000001,0.0,0.6619,0.0,0.0006000000000000001,0.0001
230,0.66595,0.0,0.34269999999999995,0.0,0.4033,0.0001
231,0.7138,0.0,0.35565,0.0,0.358,5e-05
232,0.704,0.0,0.354,0.0,0.34365,5e-05
233,0.7037,0.0,0.312,0.0,0.0007999999999999999,0.0001
234,0.7335,0.0,0.3531,0.0,0.0005,0.00015
235,0.66805,0.0,0.8676,0.0,0.0007,0.0001
236,0.70645,0.0,0.3976,0.0,0.0009,5e-05
237,0.73655,0.0,0.7563,0.0,0.00105,0.0001
238,0.6443000000000001,0.0,0.4017,0.0,0.00095,0.0001
239,0.6396,0.0,0.3547,0.0,0.7018,0.0001
240,0.68725,0.0,0.30275,0.0,0.00065,5e-05
241,0.6032,0.0,0.34700000000000003,0.0,0.33155,5e-05
242,0.7367,0.0001,0.6518,0.0,0.00055,0.0001
243,0.6709499999999999,0.0,0.25835,0.0001,0.0006000000000000001,0.0001
244,0.6323,0.0,0.28025,0.0,0.0006,0.0001
245,0.7758,0.0,0.3591,0.0,0.00065,5e-05
246,0.6938,0.0,0.3686,0.0,0.0007999999999999999,0.0001
247,0.68885,0.0,0.42595000000000005,0.0,0.0006000000000000001,5e-05
248,0.6577999999999999,0.0,0.34769999999999995,0.0,0.6758,0.0001
249,0.7597,0.0,0.35664999999999997,0.0,0.29695,5e-05
250,0.62385,0.0,0.8765,0.0,0.00065,0.0001
251,0.77285,0.0,0.35209999999999997,0.0,0.3563,5e-05
252,0.61765,0.0,0.29324999999999996,0.0,0.0008500000000000001,0.0001
253,0.6535,0.0,0.4343,0.0,0.00075,0.0001
254,0.6714500000000001,0.0,0.3508,0.0,0.8014,0.0001
255,0.7638,0.0,0.4215,0.0,0.0006,5e-05
256,0.54475,0.0,0.3446,0.0,0.4003,5e-05
257,0.6576500000000001,0.0001,0.35395,0.0,0.6768,0.0003
258,0.6757,0.0,0.3407,0.0,0.00045,0.0001
259,0.84585,0.0,0.34559999999999996,0.0,0.6567,0.0001
260,0.7519,0.0,0.3931,5e-05,0.00075,5e-05
261,0.692,0.0,0.39455,0.0,0.0005,0.0001
262,0.7444999999999999,0.0,0.6979,0.0,0.0006000000000000001,0.0001
263,0.7444999999999999,0.0,0.29905,0.0,0.0005,0.0001
264,0.7584500000000001,0.0,0.3784,5e-05,0.00055,5e-05
265,0.65445,0.0,0.37695,0.0001,0.0005,0.0001
266,0.6152,0.0,0.34954999999999997,0.0,0.00045,5e-05
267,0.76455,0.0,0.34415,0.0,0.33245,5e-05
268,0.78735,0.0,0.2868,0.0,0.0005499999999999999,5e-05
269,0.7671,0.0,0.34335,0.0,0.35935,5e-05
270,0.62175,0.0,0.3558,0.0,0.0005,5e-05
271,0.6191,0.0,0.46095,0.0,0.00065,0.0001
272,0.653,0.0001,0.352,0.0,0.6871,0.0001
273,0.72365,0.0,0.34559999999999996,5e-05,0.37715,0.0001
274,0.70575,0.0,0.3743,0.0,0.0006000000000000001,0.0001
275,0.74185,0.0,0.34995,5e-05,0.32235,0.0001
276,0.6839500000000001,0.0,0.35919999999999996,0.0,0.0005,0.0001
277,0.728,0.0,0.33785000000000004,5e-05,0.00065,5e-05
278,0.73665,0.0,0.3467,0.0,0.34205,5e-05
279,0.70035,0.0,0.35165,0.0,0.0005,0.0001
280,0.62435,0.0001,0.7267,0.0,0.00065,0.0001
281,0.6512,0.0,0.36165,0.0,0.0006000000000000001,0.0001
282,0.7906,0.0001,0.7878,0.0,0.00045,0.0001
283,0.6919500000000001,0.0001,0.6904,0.0,0.0008500000000000001,0.0002
284,0.6747,0.0,0.6553,0.0,0.0007999999999999999,0.0001
285,0.7322,0.0,0.33609999999999995,0.0,0.3816,5e-05
286,0.6984,0.0,0.3299,0.0,0.00065,0.0001
287,0.7738,0.0,0.34264999999999995,0.0,0.00065,0.00015
288,0.7671,0.0,0.3686,0.0,0.00045,5e-05
289,0.72185,0.0,0.376,0.0001,0.00065,0.0001
290,0.66065,0.0,0.32015,0.0,0.0006000000000000001,0.0004
291,0.5681,0.0,0.35145000000000004,0.0,0.3424,0.0001
292,0.7122999999999999,0.0001,0.34375,0.0,0.7963,0.0001
293,0.6347,0.0,0.345,0.0,0.38945,5e-05
294,0.7072,0.0,0.31465,0.0,0.0007,5e-05
295,0.64505,0.0,0.35915,0.0,0.7542,0.0002
296,0.7061,0.0,0.4409,0.0,0.0005499999999999999,0.0001
297,0.7155,0.0,0.3207,0.0,0.00055,5e-05
298,0.6932,0.0,0.415,0.0,0.0005499999999999999,0.0001
299,0.69455,5e-05,0.35869999999999996,0.0,0.37415,0.0001
300,0.6819500000000001,5e-05,0.35065,0.0,0.00055,0.0001
301,0.6803,0.0,0.30815,0.0,0.0004,5e-05
302,0.6887000000000001,0.0,0.34809999999999997,0.0,0.5893,0.0003
303,0.75695,0.0,0.34340000000000004,0.0,0.35935,5e-05
304,0.7603,0.0,0.34715,0.0,0.3263,5e-05
305,0.69935,0.0,0.3487,0.0,0.9395,0.0001
306,0.6485000000000001,0.0,0.4425,0.0,0.00045,5e-05
307,0.65105,0.0,0.3433,0.0,0.0004,5e-05
308,0.7196,0.0,0.34965,0.0,0.5687,0.0003
309,0.7873,0.0001,0.6989,0.0,0.0005,0.0001
310,0.78425,0.0,0.35259999999999997,0.0,0.31095,0.0001
311,0.7209000000000001,0.0,0.3528,0.0,0.0005,0.0002
312,0.71625,0.0,0.39625,0.0,0.0005,0.0001
313,0.6912,0.0,0.3416,0.0,0.3629,5e-05
314,0.79055,0.0,0.33495,5e-05,0.0005,0.00015
315,0.72065,0.0,0.34985,0.0,0.3349,0.0001
316,0.6475500000000001,0.0,0.44175000000000003,0.0,0.0005499999999999999,0.0001
317,0.7677,0.0,0.34745,0.0,0.0005,0.0002
318,0.62365,5e-05,0.4064,0.0,0.0004,0.00015
319,0.6363,0.0,0.39104999999999995,0.0,0.00045,0.0001
320,0.7127,0.0001,0.7328,0.0001,0.0005499999999999999,0.0004
321,0.62795,0.0001,0.35155,0.0,0.6745,0.0003
322,0.6486000000000001,0.0,0.3448,5e-05,0.00075,5e-05
323,0.7402,0.0,0.33155,0.0,0.0005,0.0002
324,0.6499999999999999,0.0,0.33690000000000003,0.0,0.3416,0.00015
325,0.70625,0.0001,0.36775,0.0,0.0005499999999999999,0.0002
326,0.739,0.0,0.3547,0.0001,0.6867,0.0001
327,0.598,0.0001,0.7148,0.0,0.00075,0.0001
328,0.6688000000000001,0.0,0.34375,0.0,0.0005,0.0001
329,0.77445,0.0,0.3005,0.0,0.0006000000000000001,0.0001
330,0.6704,0.0,0.3486,0.0,0.00065,5e-05
331,0.63515,0.0001,0.6222,0.0001,0.0005,0.0002
332,0.6801999999999999,0.0,0.3351,0.0,0.00075,0.0001
333,0.66545,5e-05,0.30235,0.0,0.0005,5e-05
334,0.73115,0.0,0.34954999999999997,5e-05,0.28825,0.0001
335,0.7496,0.0,0.32,5e-05,0.0006,0.0002
336,0.6092,0.0,0.39904999999999996,0.0,0.0006000000000000001,0.0001
337,0.6695,0.0,0.34925,0.0,0.6536,0.0002
338,0.6655,0.0,0.36955,0.0001,0.0005,0.0002
339,0.65865,0.0,0.34975,0.0,0.32215,5e-05
340,0.72205,0.0,0.34685000000000005,0.0,0.7249,0.0002
341,0.66425,5e-05,0.3118,0.0,0.00045,5e-05
342,0.81485,5e-05,0.31865,5e-05,0.00055,0.0001
343,0.71975,0.0,0.31085,5e-05,0.0005499999999999999,0.00015
344,0.7479,0.0001,0.6713,0.0,0.0004,0.0002
345,0.7632,0.0001,0.7238,0.0,0.00055,0.0002
346,0.6721999999999999,0.0,0.3392,0.0,0.6385,0.0002
347,0.6496999999999999,0.0,0.7443,0.0,0.00035,0.0002
348,0.6664,0.0,0.34054999999999996,0.0,0.0005,5e-05
349,0.66015,0.0,0.3385,0.0,0.6515,0.0002
350,0.6517999999999999,0.0,0.5857,0.0,0.00035,0.0002
351,0.69675,0.0001,0.7536,0.0,0.00035,0.0002
352,0.7601,0.0,0.3478,0.0,0.7426,0.0001
353,0.7551,0.0,0.31279999999999997,0.0,0.00065,0.0001
354,0.6930499999999999,0.0,0.34365,0.0,0.00045,0.0001
355,0.65185,0.0,0.37234999999999996,0.0,0.0004,0.0001
356,0.665,0.0,0.35865,0.0,0.3859,5e-05
357,0.6770499999999999,0.0,0.34435,0.0001,0.6894,0.0001
358,0.6989000000000001,0.0,0.3426,5e-05,0.36655,5e-05
359,0.81365,0.0,0.34875,0.0001,0.7241,0.0001
360,0.6749499999999999,0.0,0.35100000000000003,5e-05,0.32025,0.0001
361,0.7161500000000001,0.0,0.31785,0.0,0.00039999999999999996,0.00015
362,0.6234999999999999,0.0,0.3418,0.0,0.37465,5e-05
363,0.7602,0.0,0.3514,0.0,0.0004,5e-05
364,0.7274,0.0,0.8095,0.0,0.0004,0.0002
365,0.7037500000000001,0.0,0.3394,0.0,0.0004,0.0002
366,0.6829000000000001,0.0,0.31045,0.0,0.00045,5e-05
367,0.69625,0.0,0.27795,0.0,0.00045,5e-05
368,0.669,0.0,0.38075,0.0001,0.00035,0.0001
369,0.7241500000000001,0.0,0.3447,0.0,0.6404,0.0001
370,0.7563,0.0,0.34345,0.0,0.6218,0.0001
371,0.8203,0.0,0.33535,0.0,0.34255,5e-05
372,0.65395,0.0001,0.7696,0.0,0.0005,0.0001
373,0.7557499999999999,0.0,0.39640000000000003,5e-05,0.00045,5e-05
374,0.65855,0.0,0.351,0.0,0.6312,0.0003
375,0.7033,0.0001,0.7262,0.0,0.0004,0.0002
376,0.6697500000000001,0.0,0.3442,0.0,0.35925,5e-05
377,0.8659,0.0,0.35605,0.0,0.00035,0.0001
378,0.70325,0.0,0.3482,0.0,0.3725,5e-05
379,0.6234999999999999,0.0,0.35575,0.0,0.00039999999999999996,5e-05
380,0.7326,0.0,0.3458,0.0001,0.7397,0.0002
381,0.7507,0.0,0.34865,0.0,0.652,0.0001
382,0.6731,0.0,0.35525,0.0,0.00035,0.0001
383,0.67055,5e-05,0.35075,0.0,0.00055,5e-05
384,0.6637,0.0,0.3375,0.0,0.36605,5e-05
385,0.61745,0.0,0.34855,5e-05,0.0005,0.0001
386,0.72855,0.0,0.342,0.0,0.7367,0.0004
387,0.65905,0.0,0.3581,0.0,0.5723,0.0003
388,0.6292500000000001,0.0,0.30465,0.0,0.00055,0.0001
389,0.71,0.0,0.32525000000000004,5e-05,0.00039999999999999996,0.0001
390,0.7311,0.0,0.3412,0.0,0.3613,5e-05
391,0.7415,0.0,0.27349999999999997,0.0,0.00030000000000000003,5e-05
392,0.7192000000000001,0.0,0.33895000000000003,0.0,0.5898,0.0001
393,0.6901,0.0,0.39254999999999995,0.0,0.0004,5e-05
394,0.7321500000000001,0.0,0.34325,0.0,0.7838,0.0001
395,0.6880999999999999,0.0,0.6667,0.0,0.0004,0.0001
396,0.67675,0.0,0.7172,0.0,0.00045,0.0001
397,0.7522500000000001,0.0,0.32420000000000004,0.0,0.00035,0.0001
398,0.6698500000000001,0.0,0.33,0.0,0.0004,5e-05
399,0.71495,0.0,0.32530000000000003,0.0,0.00045,0.0001
400,0.60185,5e-05,0.34955,0.0,0.00035,5e-05
401,0.64325,0.0,0.3531,5e-05,0.36695,5e-05
402,0.6700999999999999,0.0,0.6683,0.0,0.0004,0.0001
403,0.7169000000000001,5e-05,0.3563,0.0,0.00035,0.0001
404,0.6551,0.0,0.3352,0.0,0.32005,0.0001
405,0.61405,0.0,0.35565,0.0,0.35785,5e-05
406,0.73665,0.0,0.34695,0.0,0.7828,0.0002
407,0.7663,0.0,0.3424,0.0,0.3156,5e-05
408,0.64435,0.0,0.7201,0.0001,0.00039999999999999996,0.0002
409,0.75755,0.0,0.3914,0.0,0.00025,5e-05
410,0.84375,0.0,0.3195,5e-05,0.00035,5e-05
411,0.74805,0.0,0.35595,0.0,0.7411,0.0001
412,0.77375,5e-05,0.3,0.0,0.00045,5e-05
413,0.73785,0.0,0.652,0.0001,0.00045,0.0001
414,0.6935,0.0,0.35290000000000005,0.0,0.3731,0.0001
415,0.7746,0.0,0.3416,0.0,0.38745,0.0001
416,0.8305499999999999,0.0,0.32635000000000003,0.0,0.00035,5e-05
417,0.7884500000000001,0.0,0.38794999999999996,0.0,0.0003,0.0003
418,0.6475,0.0,0.34735,5e-05,0.37265,0.0001
