Epoch,Overall_Loss
291,1.262
292,1.45425
293,1.36935
294,1.02265
295,1.3814
296,1.14755
297,1.03675
298,1.10885
299,1.42755
300,1.03325
301,0.9889
302,1.3316
303,1.4598
304,1.43385
305,1.5178500000000001
306,1.0915
307,0.99485
308,1.3538000000000001
309,1.1374
310,1.44795
311,1.0742
312,1.1131
313,1.3958
314,1.1261
315,1.4055499999999999
316,1.0898999999999999
317,1.1157
318,1.0307
319,1.0279
320,1.0798999999999999
321,1.3169
322,0.99425
323,1.0724
324,1.3287499999999999
325,1.0747
326,1.4371
327,0.95635
328,1.0131999999999999
329,1.0756000000000001
330,1.01975
331,0.9469
332,1.0161
333,0.96845
334,1.36905
335,1.07045
336,1.0090000000000001
337,1.34565
338,1.0357
339,1.3306499999999999
340,1.4315
341,0.9766
342,1.1341999999999999
343,1.0314
344,1.0842
345,1.12585
346,1.3308
347,1.0224
348,1.0075500000000002
349,1.3246
350,0.94505
351,1.074
352,1.47925
353,1.0685499999999999
354,1.03735
355,1.0246
356,1.4097
357,1.3662
358,1.4081000000000001
359,1.52455
360,1.34635
361,1.0345499999999999
362,1.34
363,1.1120999999999999
364,1.1327
365,1.04365
366,0.99385
367,0.9747999999999999
368,1.0502
369,1.3890500000000001
370,1.4108
371,1.49835
372,1.03935
373,1.1527500000000002
374,1.3253499999999998
375,1.06695
376,1.3732
377,1.2224
378,1.4241
379,0.9797
380,1.44835
381,1.4254
382,1.02875
383,1.0218500000000001
384,1.36735
385,0.9665999999999999
386,1.4390999999999998
387,1.3035
388,0.9346000000000001
389,1.03575
390,1.43375
391,1.01545
392,1.3531499999999999
393,1.0831
394,1.4674
395,1.022
396,1.03585
397,1.07685
398,1.0003
399,1.0407
400,0.9518500000000001
401,1.36335
402,1.0047000000000001
403,1.07365
404,1.3105
405,1.32755
406,1.4751500000000002
407,1.4243999999999999
408,1.00495
409,1.1492499999999999
410,1.1637
411,1.47465
412,1.0742500000000001
413,1.0644
414,1.4195
415,1.5038
416,1.1573
417,1.17695
418,1.3676
419,1.45305
420,1.0791
421,1.4121000000000001
422,0.9517
423,1.1531
424,1.50245
425,1.0257
426,1.0372
427,1.4546999999999999
428,1.3768500000000001
429,1.0423
430,1.09365
431,0.92875
432,0.9863
433,1.02705
434,0.9913
435,1.44055
436,0.9231
437,1.03315
438,1.4354
439,0.9743
440,1.1547
441,1.3692
442,1.02285
443,1.3794499999999998
444,1.42885
445,1.4433500000000001
446,1.0799
447,0.9894
448,1.3857499999999998
449,0.99595
450,1.0608
451,0.9937
452,0.9908
453,1.088
454,1.0551
455,1.1776499999999999
456,1.3745500000000002
457,1.3237
458,1.4658
459,0.91555
460,1.42815
461,1.0008000000000001
462,1.33875
463,1.07885
464,1.3183500000000001
465,0.9809000000000001
466,1.01655
467,1.1017000000000001
468,1.00015
469,0.99185
470,1.02435
471,1.02375
472,1.03585
473,1.0641
474,1.3731499999999999
475,0.9708
476,1.5104
477,1.0225
478,1.4448500000000002
479,1.0058500000000001
480,1.0546
481,1.14505
482,1.06765
483,1.3535
484,1.02435
485,1.3306
486,0.9714499999999999
487,1.0687
488,1.1048
489,1.0013
490,1.08895
491,1.0411000000000001
492,1.3495
493,0.9987999999999999
494,1.1639
495,1.0758999999999999
496,1.0101499999999999
497,1.35045
498,1.09155
499,1.0653
