Epoch,Overall_Loss
0,3.25445
1,3.68855
2,2.7351
3,3.0979
4,2.67985
5,2.66485
6,2.46395
7,2.68045
8,2.44305
9,1.62585
10,1.8003
11,1.0878
12,1.95755
13,2.32635
14,1.5184000000000002
15,1.34785
16,1.3641
17,0.87135
18,1.12855
19,0.8475
20,0.5490999999999999
21,0.9031
22,0.9798500000000001
23,0.9201499999999999
24,2.77015
25,1.5453000000000001
26,1.23335
27,1.0677
28,0.7968500000000001
29,1.19475
30,0.80635
31,0.6292
32,0.64975
33,0.7011000000000001
34,0.9997499999999999
35,0.42310000000000003
36,0.53115
37,0.949
38,0.38170000000000004
39,0.8271499999999999
40,0.36905
41,0.58245
42,0.61295
43,1.20475
44,1.29015
45,0.5542
46,1.17255
47,1.59785
48,0.67615
49,0.7081500000000001
50,1.1749
51,0.40575
52,0.5832
53,0.3721
54,0.3743
55,0.86455
56,0.6581
57,0.36005
58,0.67165
59,2.1193
60,4.429
61,1.92835
62,1.0865
63,0.70785
64,0.90785
65,0.9535
66,0.41174999999999995
67,0.5946
68,0.4342
69,0.8643000000000001
70,0.71
71,0.57205
72,1.1017000000000001
73,0.7725500000000001
74,0.5318499999999999
75,0.4263
76,0.4349
77,0.4514
78,0.76875
79,0.70785
80,0.35225
81,0.6489
82,0.29355
83,0.28085
84,0.19025
85,0.365
86,0.43815000000000004
87,0.3219
88,0.12355
89,1.0017500000000001
90,1.0741
91,1.1470500000000001
92,0.4059
93,0.5508
94,0.4108
95,0.3089
96,0.39095
97,1.3025499999999999
98,0.736
99,1.7943
100,1.1105
101,0.3657
102,0.75015
103,1.78625
104,1.41235
105,2.31645
106,1.5596
107,2.17265
108,2.0495
109,1.8177
110,1.7252
111,1.37235
112,0.9299499999999999
113,1.0836999999999999
114,1.36615
115,0.77535
116,1.3038
117,1.32485
118,1.11555
119,1.08455
120,0.9515
121,1.9063999999999999
122,1.0493999999999999
123,1.0433
124,1.0081
125,0.9138999999999999
126,2.67875
127,0.48135000000000006
128,0.98315
129,0.48075
130,0.73125
131,0.61635
132,1.2896
133,0.37174999999999997
134,0.35635
135,0.7388
136,0.39289999999999997
137,0.3654
138,0.37405
139,0.36779999999999996
140,0.3542
141,0.3753
142,0.66875
143,0.6948
144,0.43895
145,0.41914999999999997
146,0.9749
147,1.1066
148,0.7364
149,0.38025
150,0.46614999999999995
151,0.41964999999999997
152,0.3642
153,0.3707
154,0.3623
155,0.6800499999999999
156,0.6802
157,0.69705
158,0.35700000000000004
159,0.6487
160,0.901
161,1.5909499999999999
162,2.3553
163,3.40545
164,3.1368
165,2.3808
166,1.64255
167,1.58585
168,1.2625000000000002
169,1.2428
170,1.2297500000000001
171,1.68715
172,1.6515
173,1.36455
174,1.0041
175,1.23385
176,1.185
177,1.1577
178,1.21795
179,1.5350000000000001
180,1.4884499999999998
181,1.49185
182,1.4351
183,2.0598
184,1.3081
185,1.30905
186,1.14875
187,0.9636
188,1.1844
189,0.9651000000000001
190,1.03075
191,1.482
192,1.27885
193,1.2123
194,1.053
195,1.02555
196,0.96675
197,0.99785
198,1.0464
199,1.40265
200,1.3431
201,1.09465
202,1.0424
203,1.04545
204,1.08365
205,1.14385
206,1.4558
207,1.13475
208,1.07655
209,1.0988
210,1.0779
211,1.1258
212,1.115
213,1.0764500000000001
214,1.1033
215,1.3636
216,0.9601
217,1.0967
218,1.10675
219,1.3872499999999999
220,1.11145
221,1.02355
222,1.0029000000000001
223,1.38335
224,1.00725
225,1.4375499999999999
226,1.05835
227,1.32915
228,1.0457
229,0.9739
230,1.4121000000000001
231,1.42755
232,1.4017499999999998
233,1.0166
234,1.08725
235,1.10265
236,1.105
237,1.1158
238,1.0471
239,1.34525
240,0.99075
241,1.2819
242,1.0633
243,0.9299999999999999
244,0.9132
245,1.13565
246,1.06325
247,1.1155
248,1.34345
249,1.4133499999999999
250,1.06285
251,1.48125
252,0.9117999999999999
253,1.08865
254,1.42305
255,1.18595
256,1.2897500000000002
257,1.3502
258,1.017
259,1.51985
260,1.14585
261,1.0871499999999998
262,1.09415
263,1.0442
264,1.1375
265,1.03195
266,0.9652999999999999
267,1.4412500000000001
268,1.0748
269,1.4699
270,0.9780500000000001
271,1.08075
272,1.3486500000000001
273,1.44655
274,1.0807
275,1.41425
276,1.04375
277,1.06655
278,1.4256
279,1.0526
280,0.9885
281,1.01355
282,1.18505
283,1.0381
284,1.0032
285,1.4499
286,1.02905
287,1.1173
288,1.1362
289,1.0986500000000001
290,0.9816
