Epoch,Overall_Loss
158,1.6622200000000003
159,1.6637799999999998
160,1.6608
161,2.17692
162,1.6643800000000002
163,1.66524
164,1.38198
165,1.81086
166,1.8061399999999999
167,1.63306
168,1.42706
169,1.53608
170,1.6933599999999998
171,1.41654
172,2.3826199999999997
173,1.6658800000000002
174,1.5359600000000002
175,1.6687
176,1.6760199999999998
177,1.5256
178,1.5248599999999999
179,1.5284799999999998
180,1.67408
181,1.66828
182,1.8093
183,2.23434
184,1.6719000000000002
185,1.8014599999999998
186,1.528
187,1.6677399999999998
188,2.23332
189,1.66754
190,1.52714
191,1.66796
192,1.66202
193,1.67106
194,1.5269799999999998
195,2.2291999999999996
196,1.52942
197,1.6697
198,1.6650800000000001
199,1.6674599999999997
200,1.66554
201,1.52356
202,1.53518
203,1.52834
204,1.6668799999999997
205,1.66982
206,1.6691399999999998
207,1.52566
208,1.6651599999999998
209,1.66342
210,1.6664
211,1.52668
212,1.52374
213,2.3583799999999995
214,1.8073799999999998
215,1.6645400000000001
216,1.66098
217,1.6617600000000003
218,1.38814
219,1.66812
220,1.66418
221,1.66526
222,1.66218
223,1.66992
224,1.6925800000000002
225,1.67444
226,1.6659199999999998
227,1.66754
228,1.66966
229,1.6610200000000002
230,1.6637799999999998
231,1.6590399999999998
232,1.6494600000000001
233,1.65464
234,2.3126399999999996
235,1.62968
236,1.61538
237,1.49828
238,1.3645800000000001
239,1.6398400000000002
240,1.67572
241,1.66964
242,1.53012
243,1.6704599999999998
244,1.6733999999999998
245,1.53042
246,1.67916
247,1.6671599999999998
248,1.5306199999999999
249,1.66934
250,2.36482
251,1.6685200000000002
252,1.52846
253,1.6669600000000002
254,1.6709
255,1.6670200000000002
256,1.6775399999999998
257,1.5272599999999998
258,1.66664
259,1.6665800000000002
260,1.52828
261,1.6653200000000001
262,1.66736
263,1.6690199999999997
264,2.36654
265,1.52804
266,1.66468
267,1.6678199999999996
268,1.9463800000000002
269,1.8054999999999999
270,1.66708
271,1.66724
272,1.66934
273,1.52966
274,1.52596
275,1.66602
276,1.66432
277,1.8062
278,1.66582
279,1.6689599999999998
280,1.5265
281,1.5322400000000003
282,1.66706
283,1.52686
284,1.6665199999999998
285,1.66722
286,1.5256399999999999
287,1.6686999999999999
288,1.66602
289,1.5272199999999998
290,1.5255
291,1.66542
292,1.66724
293,1.6659999999999997
294,1.6655799999999998
295,2.2245599999999994
296,1.6666600000000003
297,1.8071799999999996
298,1.66676
299,1.66698
300,1.66834
301,2.21878
302,1.66588
303,1.6661199999999998
304,1.66294
305,1.8047
306,1.8088000000000002
307,1.6634799999999998
308,1.5275999999999998
309,1.6656600000000001
310,1.66682
311,1.80488
312,1.3874400000000002
313,1.6678200000000003
314,1.52644
315,1.66914
316,1.6669800000000001
317,2.3568000000000002
318,1.6637
319,1.52722
320,1.5274999999999999
321,1.6666600000000003
322,1.6663599999999998
323,1.5270800000000002
324,1.66478
325,1.52782
326,1.5276
327,1.66452
328,1.6655000000000002
329,1.6641399999999997
330,1.66448
331,2.36038
332,1.6636200000000003
333,1.66864
334,1.66468
335,1.6651
336,1.6655799999999998
337,1.5276599999999998
338,1.6650800000000001
339,1.66676
340,1.6679599999999997
341,1.8023400000000003
342,1.8061599999999998
343,1.6637
344,1.5303000000000002
345,1.67078
346,1.6676600000000001
347,1.66618
348,1.52748
349,1.6653600000000002
350,1.66494
351,1.52634
352,1.38942
353,1.5264599999999997
354,1.66426
355,1.6645799999999997
356,1.6665199999999998
357,1.80496
358,1.66764
359,1.66582
360,1.6663599999999998
361,1.52768
362,1.66546
363,1.52548
364,1.6662
365,1.6632800000000003
366,1.5280200000000002
367,1.52514
368,1.6656599999999997
369,2.3611400000000002
370,1.66604
371,1.94338
372,1.6644200000000002
373,1.66586
374,1.66678
375,1.66616
376,1.66478
377,1.66576
378,1.6652799999999999
379,1.6672799999999999
380,1.6654600000000002
381,1.6644799999999997
382,1.6679000000000002
383,1.6634799999999998
384,1.6657400000000002
385,1.6642800000000002
386,1.5271000000000001
387,1.5306000000000002
388,1.8046599999999997
389,1.6651
390,1.6663000000000001
391,1.66706
392,1.5242200000000001
393,1.6657800000000003
394,1.66602
395,1.66346
396,1.66548
397,1.6656400000000002
398,1.5274199999999998
399,1.66462
400,1.6653600000000002
401,1.52628
402,2.22378
403,1.6647000000000003
404,1.6667999999999998
405,1.6644999999999999
406,1.80632
407,1.6669800000000001
408,1.8042000000000002
409,1.52596
410,1.66642
411,1.6663000000000001
412,1.66396
413,1.5288
414,1.6660800000000002
415,1.6662799999999998
416,1.66786
417,1.52704
418,1.52668
419,1.6649600000000002
420,1.66554
421,1.5271000000000001
422,1.52704
423,1.66462
424,1.66548
425,1.6655200000000001
426,1.3869200000000002
427,1.6684199999999998
428,1.66358
429,1.6657799999999998
430,1.94466
431,1.6647199999999998
432,1.52958
433,1.66554
434,1.5277600000000002
435,1.6663000000000001
436,1.66474
437,1.66434
438,1.5274800000000002
439,1.6615000000000002
440,1.6648400000000003
441,1.5266
442,1.52702
443,1.6667
444,1.6660799999999998
445,1.66418
446,1.6647000000000003
447,1.8027799999999998
448,1.5254400000000001
449,1.66692
450,1.52672
451,2.21948
452,1.6629999999999998
453,1.6657799999999998
454,1.6656600000000001
455,1.6663000000000001
456,1.52698
457,1.6646
458,2.35792
459,1.52642
460,1.52446
461,1.52702
462,1.6664
463,1.6650799999999997
464,1.8044400000000003
465,1.80612
466,1.5253999999999999
467,1.6648
468,1.5274800000000002
469,1.80458
470,1.528
471,1.6666400000000003
472,1.66532
473,1.6678799999999998
474,1.66582
475,1.6671600000000002
476,1.6667399999999997
477,1.6643999999999999
478,1.6658000000000002
479,1.5260000000000002
480,1.52622
481,1.5233400000000001
482,1.80412
483,1.6672
484,1.52794
485,1.6663800000000002
486,1.6634999999999998
487,1.6660599999999999
488,1.52742
489,1.6660800000000002
490,1.80394
491,1.66452
492,1.66512
493,1.6623999999999999
494,1.3863800000000002
495,1.52806
496,1.66372
497,1.8046399999999998
498,1.6665599999999998
499,1.6643000000000001
