Epoch,esophagus_loss,trachea_loss,lung_loss,heart_loss,kidney_loss,stomach_loss,liver_loss,spleen_loss,aorta_loss,rib_loss,scapula_loss,autochthon_loss
12,0.6943929999999999,0.693453,0.692286,0.6933310000000001,0.0,0.5911690000000001,0.6940080000000003,0.668267,0.692483,0.6657220000000001,0.5867800000000002,0.5829809999999999
13,0.694191,0.693765,0.693491,0.693885,0.4977,0.6798869999999998,0.6948790000000001,0.6782800000000002,0.6934819999999999,0.675891,0.5094459999999998,0.2863119999999999
14,0.6869139999999999,0.687453,0.6946669999999999,0.6930669999999999,0.0,0.649123,0.6797630000000002,0.6808290000000001,0.6804669999999998,0.6721839999999999,0.6465539999999999,0.6011129999999998
15,0.693211,0.6936829999999999,0.693097,0.6935659999999999,0.5801369999999999,0.6937260000000003,0.693494,0.6934329999999999,0.6865000000000001,0.65299,0.43896799999999986,0.43660200000000005
16,0.6929649999999999,0.6938320000000003,0.69432,0.693138,0.0,0.4184049999999999,0.6938700000000001,0.667436,0.6874799999999999,0.583033,0.2989800000000001,0.29996
17,0.693642,0.6935990000000001,0.692979,0.6941339999999998,0.23742199999999997,0.6930329999999998,0.6938160000000001,0.6942710000000002,0.6931139999999999,0.6944560000000002,0.6924689999999998,0.6957809999999998
18,0.6940910000000002,0.6939109999999996,0.6934140000000001,0.6933100000000002,0.2680140000000001,0.602142,0.693719,0.693742,0.6939690000000001,0.6724860000000001,0.5757369999999998,0.5748219999999999
19,0.693756,0.6935710000000002,0.6937570000000002,0.6936680000000002,0.18669800000000003,0.658923,0.693174,0.6174920000000002,0.6930949999999999,0.6164609999999999,0.46564999999999995,0.44960000000000006
20,0.6937019999999999,0.693471,0.693752,0.6933140000000002,0.0,0.591261,0.6865300000000001,0.611448,0.6797280000000001,0.4785980000000001,0.478752,0.47891999999999996
21,0.6933239999999999,0.6863549999999999,0.6934740000000003,0.6932999999999998,0.0,0.541128,0.693282,0.64414,0.6936429999999997,0.6941620000000001,0.6945860000000001,0.6935860000000004
22,0.693085,0.693179,0.693292,0.6930219999999998,0.0,0.589029,0.6932720000000002,0.6445389999999999,0.6932269999999999,0.6940179999999999,0.6449820000000002,0.6438039999999999
23,0.6934910000000001,0.6934500000000001,0.6933169999999999,0.693248,0.0,0.6730480000000001,0.693391,0.6725890000000001,0.6928099999999998,0.61823,0.6171119999999999,0.6162299999999999
24,0.693478,0.6932900000000002,0.69314,0.6861879999999999,0.0,0.6515760000000002,0.6862450000000001,0.5678620000000001,0.6857549999999998,0.6108500000000001,0.651222,0.568408
25,0.693096,0.693676,0.6930749999999999,0.693158,0.552684,0.6516699999999999,0.679003,0.6870970000000003,0.6934359999999999,0.630798,0.6308649999999999,0.6310520000000001
26,0.693492,0.693483,0.6932269999999999,0.693549,0.03471,0.45063000000000003,0.6933950000000002,0.6027460000000001,0.679109,0.6650660000000004,0.40159999999999996,0.40256400000000014
27,0.693528,0.6937160000000001,0.6932329999999998,0.6931860000000002,0.12475799999999998,0.5836109999999999,0.6859870000000001,0.6517469999999999,0.6942269999999999,0.6867420000000004,0.685877,0.686044
28,0.6933599999999999,0.6931569999999999,0.693716,0.6928360000000002,0.31937799999999994,0.5192700000000001,0.6938,0.629618,0.6846780000000001,0.5345279999999999,0.24270399999999998,0.24367899999999995
29,0.686687,0.6863660000000001,0.69293,0.693065,0.0,0.6727180000000001,0.6937819999999999,0.6865420000000003,0.694006,0.68513,0.6740030000000001,0.4794750000000002
30,0.6931100000000001,0.6927040000000001,0.6932560000000001,0.692999,0.0,0.49219899999999983,0.6793399999999998,0.679846,0.6926809999999999,0.6663060000000001,0.6672069999999999,0.6649459999999998
31,0.693382,0.692663,0.693399,0.6931899999999999,0.28290000000000004,0.6725219999999998,0.693419,0.6732800000000003,0.693656,0.6939260000000002,0.5268309999999999,0.527583
32,0.6930139999999997,0.693262,0.6931489999999999,0.6936240000000001,0.653488,0.632532,0.6932519999999998,0.6597300000000001,0.692528,0.667276,0.5489509999999999,0.548085
33,0.6930499999999998,0.694137,0.693439,0.6926709999999998,0.006856,0.6657510000000001,0.6930509999999999,0.6734989999999997,0.6858049999999999,0.6655360000000001,0.66601,0.6657680000000002
34,0.6936929999999998,0.693001,0.6935260000000001,0.693557,0.0,0.6593539999999999,0.6932459999999999,0.6663570000000003,0.693686,0.513389,0.480701,0.479703
35,0.693716,0.6939960000000001,0.693245,0.6932299999999999,0.0,0.6444540000000001,0.6933280000000002,0.6447170000000001,0.693553,0.6935960000000001,0.693972,0.6953900000000002
36,0.6932020000000001,0.6857730000000001,0.6932009999999998,0.6933059999999999,0.13872,0.6107980000000001,0.6862710000000001,0.6589019999999998,0.6863950000000001,0.651483,0.6453250000000001,0.644898
37,0.6933079999999999,0.6931589999999999,0.693037,0.6933080000000001,0.0,0.597102,0.6935019999999997,0.6932809999999998,0.6932649999999999,0.6933849999999998,0.610119,0.498115
38,0.6929760000000001,0.6867269999999999,0.6933140000000003,0.69306,0.0,0.6658049999999999,0.6932869999999999,0.6110680000000001,0.686276,0.6730569999999999,0.416242,0.34700000000000003
39,0.6860500000000002,0.686553,0.693177,0.686193,0.290907,0.664912,0.686601,0.6452760000000001,0.6864189999999999,0.623297,0.436323,0.43676599999999977
40,0.6935350000000001,0.6927669999999999,0.693208,0.6862560000000001,0.0,0.645555,0.693078,0.6937669999999997,0.693374,0.687266,0.4028049999999999,0.4023540000000001
41,0.6864020000000001,0.6854439999999998,0.6930029999999999,0.6936189999999999,0.0,0.41518100000000013,0.693497,0.6386310000000001,0.6929799999999999,0.6796860000000001,0.679444,0.679602
42,0.6861829999999999,0.6868700000000001,0.6929,0.693202,0.0,0.589828,0.693444,0.6038950000000001,0.693286,0.31915899999999997,0.319361,0.31888199999999994
43,0.6935019999999998,0.6934150000000001,0.6927189999999999,0.6934709999999998,0.0,0.6787480000000001,0.6930900000000002,0.6936909999999997,0.6931289999999999,0.6662359999999998,0.6664450000000002,0.6656850000000002
44,0.6938559999999999,0.693451,0.693129,0.6932620000000002,0.36193000000000014,0.535064,0.693377,0.694905,0.69345,0.686799,0.6656320000000002,0.6648200000000002
45,0.693256,0.6936289999999998,0.693474,0.6929380000000002,0.5526400000000002,0.5824539999999999,0.6862319999999998,0.6725709999999999,0.6935680000000001,0.6930379999999997,0.533782,0.5343859999999999
46,0.6932590000000002,0.6929949999999998,0.692976,0.693252,0.5809440000000001,0.687551,0.6934679999999999,0.5897209999999999,0.6933459999999999,0.5474540000000001,0.39532799999999996,0.39543899999999993
47,0.6929860000000001,0.692854,0.6932590000000001,0.6932830000000001,0.30544799999999994,0.6585079999999999,0.6932010000000003,0.6590220000000001,0.6931350000000001,0.575273,0.520633,0.519555
48,0.693443,0.6931820000000001,0.6935109999999999,0.6932680000000002,0.0,0.6650140000000002,0.6931960000000003,0.64422,0.686243,0.6378939999999999,0.6118499999999998,0.610464
49,0.6929789999999997,0.6928359999999998,0.693124,0.6932180000000001,0.0,0.645065,0.693338,0.6447259999999999,0.6862490000000001,0.6030439999999999,0.6036,0.602997
50,0.6930779999999999,0.693061,0.693074,0.6930229999999998,0.0,0.6799120000000001,0.6863810000000001,0.6790589999999999,0.6932870000000001,0.56175,0.443565,0.44373000000000007
51,0.6932389999999999,0.6929460000000002,0.6929709999999999,0.693164,0.0,0.597242,0.6933060000000001,0.60995,0.6861840000000001,0.6519369999999998,0.5626120000000001,0.49883600000000006
52,0.686282,0.693113,0.6932919999999999,0.692983,0.30495200000000006,0.6576219999999998,0.6860920000000001,0.6581160000000001,0.6861030000000001,0.6792609999999999,0.680467,0.6788569999999996
53,0.68622,0.6856650000000002,0.693194,0.6935849999999999,0.0,0.685968,0.6859989999999999,0.631784,0.686044,0.631105,0.6236479999999999,0.6269700000000001
54,0.6933929999999999,0.6919999999999998,0.6932090000000001,0.6933780000000002,0.0,0.6446950000000001,0.685919,0.6927109999999999,0.6859289999999999,0.4576149999999998,0.3748870000000001,0.3676140000000001
55,0.6861119999999998,0.6956249999999998,0.692888,0.693394,0.44307200000000024,0.6665399999999999,0.6793749999999998,0.6798000000000002,0.6862520000000002,0.5620259999999998,0.36724,0.3672930000000001
56,0.6924820000000002,0.6928270000000001,0.6931519999999999,0.6930850000000001,0.5986460000000002,0.49185300000000004,0.6857760000000002,0.624498,0.672513,0.4986720000000001,0.4995939999999998,0.49907599999999996
57,0.693176,0.6946220000000001,0.693327,0.6931860000000001,0.0,0.692576,0.6935899999999999,0.6657420000000001,0.6867360000000001,0.6164,0.6671149999999999,0.4090560000000001
58,0.693578,0.692842,0.6932409999999999,0.6928019999999999,0.20065100000000002,0.6870599999999999,0.6865689999999998,0.6653940000000002,0.693529,0.6654559999999999,0.686671,0.6671779999999998
59,0.693282,0.685585,0.6933639999999999,0.6863409999999999,0.517229,0.671559,0.693178,0.6808960000000002,0.6929500000000001,0.6583959999999999,0.6586140000000001,0.657709
60,0.693436,0.6929909999999998,0.6931360000000001,0.6864910000000001,0.0,0.5340220000000001,0.6865100000000001,0.6794020000000002,0.686119,0.679036,0.4298899999999999,0.4293220000000001
61,0.6927480000000001,0.693017,0.6931440000000001,0.693283,0.0,0.6584710000000001,0.693545,0.6655399999999999,0.6864,0.6944180000000002,0.5344579999999999,0.5344479999999999
62,0.6930029999999998,0.6936729999999999,0.693492,0.6929870000000001,0.0,0.6660440000000001,0.685837,0.6647909999999999,0.6863000000000001,0.5403990000000001,0.5127130000000001,0.513962
63,0.693684,0.6937700000000001,0.6929159999999999,0.693048,0.14813400000000004,0.506032,0.6726240000000001,0.6579199999999998,0.6929609999999999,0.6441309999999999,0.644986,0.6454640000000001
64,0.6937750000000001,0.6862050000000002,0.692843,0.6931949999999999,0.319234,0.5266,0.6866150000000002,0.6802779999999998,0.6926950000000001,0.652188,0.4224810000000001,0.422646
65,0.6929940000000001,0.6924429999999999,0.6934470000000001,0.6930489999999999,0.0,0.6716810000000001,0.6934239999999999,0.6722000000000001,0.6859490000000001,0.6727020000000001,0.6733279999999999,0.673473
66,0.693209,0.6916259999999997,0.6932429999999999,0.6930759999999998,0.5982159999999999,0.450398,0.693162,0.6536050000000002,0.6933449999999998,0.630847,0.6314179999999999,0.6329409999999999
67,0.693327,0.692612,0.6932940000000001,0.693084,0.0,0.602793,0.6931959999999999,0.652209,0.6935800000000001,0.5683779999999998,0.443916,0.44356300000000004
68,0.6863450000000003,0.6940979999999998,0.6929020000000001,0.6930640000000002,0.18775799999999998,0.6678060000000001,0.6929909999999999,0.6387559999999999,0.692988,0.443611,0.35344199999999987,0.35370099999999993
69,0.6934139999999998,0.691783,0.6931419999999998,0.693131,0.0,0.6717310000000002,0.693775,0.6381710000000002,0.6796089999999999,0.6101399999999999,0.6095860000000001,0.609222
70,0.6930759999999999,0.6926919999999999,0.6934689999999998,0.693176,0.0,0.6731229999999997,0.6930780000000002,0.6590389999999999,0.6931390000000002,0.6588149999999999,0.6709639999999999,0.311913
71,0.6933640000000001,0.6951059999999998,0.69309,0.6932539999999999,0.0,0.6652859999999998,0.693201,0.6798879999999998,0.6934989999999999,0.665857,0.6652370000000002,0.6663220000000001
72,0.692924,0.6942949999999998,0.6933290000000001,0.6932159999999999,0.0,0.6510499999999998,0.693054,0.6722729999999999,0.6861419999999998,0.644768,0.506025,0.5073840000000001
73,0.6935849999999999,0.6923279999999998,0.693318,0.6932039999999999,0.0,0.6437750000000001,0.693476,0.679473,0.6723889999999999,0.40931599999999996,0.4160400000000001,0.16647899999999996
74,0.6931080000000002,0.6930080000000001,0.693101,0.6932029999999999,0.422486,0.6390779999999999,0.693243,0.672394,0.6932029999999999,0.6395109999999998,0.6389450000000002,0.6386470000000002
75,0.6934450000000001,0.693228,0.6932009999999998,0.6930959999999999,0.0,0.5817509999999999,0.6932870000000001,0.6729230000000002,0.6932459999999999,0.5825390000000001,0.5822160000000003,0.5825790000000001
76,0.6932889999999999,0.6939680000000001,0.693212,0.69319,0.46484600000000015,0.672594,0.6865320000000001,0.6718519999999999,0.6931709999999999,0.6726290000000003,0.6726869999999999,0.6726090000000002
77,0.6929599999999999,0.6931209999999999,0.693237,0.693021,0.20745000000000005,0.575029,0.6931760000000001,0.6722339999999997,0.6932160000000002,0.5824149999999998,0.5820690000000002,0.5828989999999997
78,0.6793640000000002,0.6938620000000002,0.6930010000000002,0.6932179999999998,0.0,0.6864240000000001,0.6862650000000002,0.6941759999999998,0.6930819999999999,0.6379190000000002,0.6871879999999997,0.639374
79,0.6933990000000001,0.693213,0.693219,0.6931180000000002,0.0,0.603235,0.6932199999999998,0.6718579999999997,0.6930080000000001,0.659084,0.5541849999999999,0.554231
80,0.6931239999999999,0.6924329999999997,0.693037,0.6932460000000001,0.0,0.5197759999999999,0.693228,0.6862459999999999,0.6933590000000001,0.6858669999999998,0.4022280000000001,0.40212899999999996
81,0.6929510000000001,0.6929289999999999,0.6930999999999998,0.6932690000000001,0.18630000000000002,0.6099910000000001,0.6860729999999998,0.6865370000000003,0.6863399999999998,0.6656120000000001,0.505467,0.5054770000000001
82,0.693262,0.6935409999999999,0.6932589999999998,0.6932,0.159896,0.561202,0.693241,0.6932240000000001,0.6931319999999999,0.6241600000000002,0.45746300000000006,0.4573319999999999
83,0.6934699999999999,0.6929919999999998,0.6929520000000001,0.6931080000000001,0.0,0.596656,0.69316,0.6648000000000001,0.6930810000000003,0.6722030000000001,0.5958559999999999,0.596733
84,0.6931839999999998,0.6940999999999999,0.6930999999999998,0.6930349999999998,0.0,0.6854860000000003,0.693117,0.6933190000000002,0.6933390000000001,0.6377729999999999,0.6394680000000001,0.63869
85,0.6932149999999999,0.693934,0.6931239999999999,0.6930250000000001,0.062459999999999995,0.6656749999999999,0.6930719999999999,0.6931500000000002,0.6864559999999998,0.526727,0.6581750000000001,0.2636649999999999
86,0.693211,0.692851,0.693089,0.6932240000000001,0.6857060000000001,0.46518400000000015,0.69317,0.6799660000000002,0.693258,0.49936800000000003,0.500146,0.4999770000000001
87,0.685845,0.6857960000000003,0.686212,0.6861419999999999,0.0,0.610386,0.6795840000000001,0.6725120000000001,0.6861829999999999,0.651844,0.6523109999999999,0.6523180000000001
88,0.6929029999999998,0.6926910000000001,0.693249,0.6931159999999997,0.326556,0.6795140000000002,0.686387,0.6938160000000001,0.693214,0.6378449999999999,0.6385339999999999,0.6377020000000003
89,0.6929280000000001,0.692561,0.693094,0.6931519999999999,0.013838,0.6946849999999998,0.6930520000000001,0.6936400000000001,0.6934469999999999,0.6936260000000002,0.6933149999999999,0.6936059999999997
90,0.6862159999999998,0.6934849999999999,0.693136,0.6933339999999998,0.0,0.6585719999999999,0.6930799999999999,0.658801,0.693125,0.6935220000000001,0.5480790000000001,0.3750059999999999
91,0.6930309999999998,0.694137,0.6933799999999999,0.693185,0.11770799999999998,0.6654599999999999,0.693095,0.6656749999999998,0.6931109999999999,0.6654260000000001,0.6655759999999998,0.6643199999999999
92,0.693453,0.69308,0.693331,0.693041,0.0,0.6590539999999998,0.6931130000000002,0.631503,0.693363,0.47842000000000007,0.4780699999999999,0.4783099999999999
93,0.6926730000000001,0.6926770000000001,0.6933449999999998,0.693061,0.0,0.6580109999999999,0.693378,0.6171810000000001,0.6863609999999999,0.6794229999999999,0.6791319999999997,0.6803240000000002
94,0.6926129999999998,0.6934140000000001,0.6931579999999998,0.69308,0.0,0.575269,0.6931719999999999,0.6936129999999998,0.6931969999999998,0.5753,0.5756209999999998,0.574966
95,0.6931250000000001,0.6924969999999999,0.6932419999999999,0.693104,0.0,0.6929220000000003,0.693172,0.6927760000000001,0.6931959999999998,0.693646,0.6937620000000001,0.6926320000000001
96,0.6934570000000002,0.6932880000000001,0.6930720000000001,0.693131,0.0,0.49953500000000006,0.6862580000000001,0.6039760000000001,0.686216,0.6030659999999999,0.5607100000000003,0.5615150000000001
97,0.69343,0.6927889999999999,0.6930480000000001,0.692958,0.0,0.5541750000000002,0.6863820000000002,0.5684619999999999,0.6863269999999997,0.6862430000000002,0.6865250000000002,0.6862809999999999
98,0.69271,0.6929900000000001,0.6933789999999999,0.69314,0.372546,0.401997,0.6932440000000001,0.5681010000000001,0.6933389999999998,0.5268740000000001,0.527772,0.5272680000000001
99,0.6928460000000001,0.6928360000000001,0.6930620000000001,0.6932719999999999,0.0,0.6926429999999999,0.69301,0.6940000000000001,0.6932409999999999,0.5546840000000001,0.6310280000000001,0.5548259999999998
