Organ,N,GREEN,BLEU-4,METEOR,ROUGE-L,CIDEr,BERTScore,RadGraph,CheXbert,RadCliQ,SRR-BERT
GLOBAL,1563,0.31580906475340254,0.08238681495349555,0.3172425037570049,0.3327912902757263,0.03564649169812473,0.5637895120921534,0.23648071805678061,0.22089287212413405,1.0076188622285214,0.3083527221569174
LUNG,1562,0.12921907016017128,0.02357365102605838,0.17557251126178752,0.19846322883699682,0.1576926145092637,0.41416533949585793,0.08745985288092989,0.2112883643884422,0.7392100531576485,0.2893985003485023
HEART,1446,0.4653411710465654,0.1178398915946816,0.31719325277524796,0.3893464194012234,0.8540932789229246,0.551510891066877,0.3689163411609691,0.26643778202633944,1.5238438826918808,0.6014915915038113
AORTA,867,0.25801614763552483,0.02334774188040598,0.23004522477105616,0.28028156432469953,0.8944205760948917,0.4677123178866495,0.15257274443134725,0.6053429834297338,1.202423815721581,0.4061061633548683
ESOPHAGUS,1353,0.5969450603596945,0.2461629788043247,0.4013500868682638,0.444061934627458,1.6634774537912256,0.6586011868887096,0.3453323274221794,0.7864876081796827,0.6080119784370709,0.836373849526499
TRACHEA,1411,0.6969052681313487,0.2414635691013794,0.49859272326118037,0.5375309986854707,1.7664675055965453,0.695000521094135,0.48121510188463107,0.9564267299778976,-1.1826437982915345,0.9704472836666754
RIB,117,0.32763532763532766,0.09732173696222002,0.3169290619913363,0.3524650221786472,1.134890675425739,0.4730740500311566,0.23901857876216848,0.788735588252149,1.4303878500336387,0.8277751460608868
LIVER,850,0.25500000000000006,0.08404868758301295,0.255901301849413,0.3182362063112846,0.9253718271327793,0.4292996115544263,0.35118531736379116,0.7053600016869935,1.4943126867368772,0.9645923848101957
GALLBLADDER,153,0.1821350762527233,0.00774544575224478,0.22636438695013064,0.26394545105156497,0.19507275697129736,0.4640398878677219,0.23959359983004735,0.5691102588320601,1.1073006983097886,0.9936621113091701
STOMACH,20,0.0,1.7580861637577847e-10,0.11031416597085478,0.1540802406514481,0.11083815792113041,0.2094316929578781,0.16246031746031747,0.5714285714285714,0.7933566870890646,0.8120300751879699
PANCREAS,57,0.5590643274853802,1.8863461798784534e-06,0.26451414332639783,0.2752647069802162,0.18971427206442817,0.48489761143399956,0.29605843932469317,0.8071607590404583,1.4339513818794685,0.9310871876661352
SPLEEN,146,0.19817351598173516,0.0025213092387084512,0.18706873131104276,0.22736107204823655,0.17193272176694224,0.42815471838598385,0.21412822337479873,0.44108715758386485,0.9561131450781973,0.9627428887702859
KIDNEY,280,0.02452380952380952,0.0005681007001383885,0.0985433329857313,0.1630346186376167,0.017371794047023895,0.3093989670276642,0.12789213597102567,0.1998341315416116,0.7496958382097365,0.9032524593629035
