Organ,N,GREEN,BLEU-4,METEOR,ROUGE-L,CIDEr,BERTScore,RadGraph,CheXbert,RadCliQ,SRR-BERT
GLOBAL,1564,0.0,0.0,0.27423430625191836,0.0,0.023046960448680775,0.0,0.0,0.0,0.0,0.0
LUNG,1548,0.0,0.0,0.1689926726774851,0.0,0.12862395919681793,0.0,0.0,0.0,0.0,0.0
HEART,1352,0.0,0.12474257187628798,0.3236055409856763,0.358219521874484,0.9991708509092669,0.4992735683917999,0.3876496861624019,0.3442622950819672,1.4466311018042042,0.6249613562017554
AORTA,684,0.0,0.007668319118493978,0.11230786391810103,0.081260310554014,0.3780145677701935,0.1822330206632614,0.050940876336903175,0.5230078563411896,0.6820368128510759,0.41582395697262603
ESOPHAGUS,1286,0.0,0.20238769435350082,0.39579877451838597,0.4047997777910977,1.4391961135121938,0.5104712247848511,0.26570716587453147,0.8494770350159163,1.6612806857058733,0.8793168276249869
TRACHEA,1346,0.0,0.1938919289904845,0.43646372757861884,0.4447692093632147,1.5381956411457491,0.5695936679840088,0.43412274716028754,0.9719206289779109,16.094440097368626,0.9826807485566832
RIB,50,0.0,5.080086227408116e-13,0.054407564700805544,0.0539770405033563,0.050830793156153325,0.018894413486123085,0.0,0.367816091954023,0.49560786365720527,0.5722048066875652
LIVER,824,0.0,0.014121923867500824,0.13723879489320337,0.12416347460013667,0.5540923901652567,0.22318731248378754,0.058471180922637235,0.7121820615796519,0.7857631633734192,0.9521156100948239
GALLBLADDER,154,0.0,2.7532655562773237e-07,0.06313542197947296,0.018074305325334588,0.015457652040021693,0.11808905750513077,0.004220779220779221,0.5787545787545788,0.6363723395160023,0.9808917197452229
STOMACH,59,0.0,1.2020875241652492e-07,0.1104648030747749,0.11444040893193436,0.25262428897418643,0.12045446783304214,0.04067796610169491,0.29850746268656714,0.6196318280174645,0.3316818774445893
PANCREAS,59,0.0,2.0070420456184515e-08,0.08601854660459593,0.05110979973764621,0.019972900118462485,0.11489363014698029,0.01694915254237288,0.8347826086956521,0.6545991519657396,0.9336206896551723
SPLEEN,153,0.0,2.330652247071115e-07,0.07978312035732439,0.04544477789661828,0.09679563557173175,0.1297716647386551,0.016122004357298474,0.5567765567765568,0.6748313525671266,0.9774299312533051
KIDNEY,287,0.0,2.556354169937237e-05,0.045841145971965334,0.020721357457316996,0.010525101484430496,0.10363389551639557,0.000663680106188817,0.2428842504743833,0.5929636653085126,0.8987452420996724
